Unnamed: 0,sentence,#aspect terms,aspect_terms,at_polarity,main_sentiment
407,मैं 4 glasses of water पी सकता था और अभी भी parched किया जा सकता है - इसलिए देखते रहो।,1,['glasses of water'],['neutral'],neutral
2127,यदि किसी को doubt है कि वह wines के बारे में ज्यादा नहीं जानता तो कृपया अपना wine list देखे।,2,"['wines', 'wine list']","['neutral', 'positive']",neutral
2487,specify भी करें अगर आप spicy food like करते हैं - यदि आप ऐसा नहीं करते हैं तो यह bland है।,1,['food'],['neutral'],neutral
2221,"मैंने Chennai में कुछ समय पहले lunch buffet खाया था, जब मैं neighborhood में रहता था।",1,['lunch buffet'],['neutral'],neutral
1218,Scallion pancakes और fried dumplings साधारण से ज्यादा कुछ नहीं थे।,2,"['Scallion pancakes', 'fried dumplings']","['neutral', 'neutral']",neutral
1789,"जब उनसे पूछा गया कि other thai restaurants में इसकी तुलना में एक certain dish कैसे prepare किया जाता है, तो उन्होंने जवाब दिया कि यह Mcdonald's नहीं है, हर place पर चीजें अलग तरह से बनती है, जबकि यह समझा जा सकता है कि हर जगह indeed different है, customers के लिए uncourteous और downright rude होने की आवश्यकता नहीं थी।",1,['dish'],['neutral'],neutral
1259,क्या मैंने wine को mention किया है।,1,['wine'],['neutral'],neutral
2967,हमने भी two hot dogs यह सोचते हुए order किया कि वे हालांकि pretty good होंगे क्योंकि menu का whole section उनपर devoted है।,2,"['hot dogs', 'menu']","['neutral', 'neutral']",neutral
2905,मैं 5 friends के साथ गया था और हम table पर थोड़ा lingered हो गए और rushed में बिलकुल नहीं थे जबकि थोड़ा wait था।,2,"['table', 'wait']","['neutral', 'negative']",neutral
1617,हालांकि मैं weekends पर reservations को recommend करूंगा।,1,['reservations'],['neutral'],neutral
1901,Pizza केवल O.K. है।,1,['Pizza'],['neutral'],neutral
1918,Moderate prices.,1,['prices'],['neutral'],neutral
36,मैंने कुछ previews reviews पढ़े हैं - people या तो New Yorkers नहीं हैं या फिर ambience के लिए food को अधिक appreciate करते हैं।,2,"['ambience', 'food']","['neutral', 'neutral']",neutral
1235,वहाँ एक office lunch के लिए गया।,1,['office lunch'],['neutral'],neutral
2619,मैं sure नहीं हूँ कि मैं इस food को यहाँ Indian कहूंगा क्योंकि यह एक Indian या exotic touch के साथ French लगता है।,1,['food'],['neutral'],neutral
1913,"अन्य Indian restaurants की तरह, वे भी customers को door पर attract करने के लिए dinner special का उपयोग करते हैं।",1,['dinner special'],['neutral'],neutral
1290,Kalbi और nebbiolo साथ work करते हैं।,2,"['Kalbi', 'nebbiolo']","['neutral', 'neutral']",neutral
2447,"यह midtown में सबसे अच्छा secret place है', मैंने यह bartender से सुना था कि एक brilliant food खाने के बाद (steak with portobello mushrooms try करें) और पिछले Tuesday को bar में drinks था।",5,"['bartender', 'food', 'drinks', 'steak with portobello mushrooms', 'bar']","['neutral', 'positive', 'positive', 'positive', 'neutral']",neutral
2711,Bagel बहुत बड़ा था।,1,['Bagel'],['neutral'],neutral
1341,अगर आप spicy food पसंद है तो chicken vindaloo खाइये।,2,"['chicken vindaloo', 'spicy food']","['neutral', 'neutral']",neutral
827,"कुल मिलाकर, एक solid restaurant और कम से कम $ 40pp (wine सहित), एक solid deal भी।",1,['wine'],['neutral'],neutral
292,स्वयं को Japanese food के साथ stuffing करना एक rare thing है।,1,['Japanese food'],['neutral'],neutral
926,food ठीक-ठाक था,1,['food'],['neutral'],neutral
2606,"Southern Indian cuisine वहाँ, अभी भी है।",1,['Southern Indian cuisine'],['neutral'],neutral
1179,यह mind-blowing नहीं है लेकिन मेरे लिए thai food ना है और ना होगा।,1,['thai food'],['neutral'],neutral
1596,इस place को cost करने के लिए owners के afortune बढ़ने चाहिए।,2,"['owners', 'cost']","['neutral', 'negative']",neutral
2978,Appetizers लगभग एक $7 का है और main dishes $11 और $16 के बीच में है।,2,"['Appetizers', 'main dishes']","['neutral', 'neutral']",neutral
2654,"Sea Urchin से अलग, chef ने एक Fatty Yellow Tail वाली assortment of fish के साथ, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc को recommend किया था।",7,"['chef', 'assortment of fish', 'Fatty Yellow Tail', 'Boton Shrimp', 'Sea Eel', 'Sea Urchin', 'Blue Fin Torro (Fatty Tuna)']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",neutral
2080,हमने उनके private room में एक party रखी और उन्होने इसे truly memorable बनाने और planning करने के लिए काफी help की।,1,['private room'],['neutral'],neutral
2297,Meat dishes केवल so-so था।,1,['Meat dishes'],['neutral'],neutral
729,हमारे table पर जो आया recognition और stringy के beyond जला दिया गया।,1,['table'],['neutral'],neutral
2175,वे same menu offer करते हैं लेकिन कुछ creative drinks है जो alcohol और cheeky names से loaded है--मगर ये उसका cost लेते हैं।,2,"['menu', 'drinks']","['neutral', 'positive']",neutral
949,"Client के लिए भी अच्छा lunch meetings, esp.",1,['lunch meetings'],['neutral'],neutral
2283,"वही owner है जिसने Typhoon को लिया है, जिसका नीचे street में St. Marks और 1st Ave है।",1,['owner'],['neutral'],neutral
1666,"और forget कि तुम मेरे under क्या पढ़ते हो, atmosphere उतना भी bad नहीं है।",1,['atmosphere'],['neutral'],neutral
92,यहाँ dim sum servings है मेरे उपयोग से थोड़ा बड़ा है।,1,['dim sum servings'],['neutral'],neutral
372,हम एक crowded saturday night को यहाँ आए और हमारे reservation में 15 minutes late होने के बाद भी हम तुरंत seated हो गए।,2,"['reservation', 'seated']","['neutral', 'positive']",neutral
283,"केवल wine और beer ही served किए गए, लेकिन house varieties असल में काफी अच्छी है।",4,"['wine', 'beer', 'house varieties', 'served']","['neutral', 'neutral', 'positive', 'negative']",neutral
1481,"हम बिलकुल थोड़ा tipsy से sake हो गए, नहीं तो Saturday nights क्या girlfriends के साथ नहीं होते?",1,['sake'],['neutral'],neutral
2092,हमने cheese fondue से शुरुवात की (एक artisanal blend) और apples व kielbasa को डालने के लिए add किया।,3,"['cheese fondue', 'kielbasa', 'apples']","['neutral', 'neutral', 'neutral']",neutral
1354,मैंने इससे पहले कभी भी 40 pieces अच्छी nigiri relatively नहीं खाया है।,1,['nigiri'],['neutral'],neutral
1840,Service is average.,1,['Service'],['neutral'],neutral
573,वे मुझे एक और glass of wine की पेशकश करने से पहले अपना glass finish नहीं करने देंगे।,1,['glass of wine'],['neutral'],neutral
1067,आप उनकी अच्छी priced वाली wine list में excellent beers on tap के साथ food को pair करें।,4,"['food', 'beers on tap', 'wine list', 'priced']","['neutral', 'positive', 'positive', 'positive']",neutral
2227,Dinner के दौरान एक Thai restaurant बिना rice के है।,2,"['rice', 'Dinner']","['neutral', 'neutral']",neutral
2337,Food OK था - fish अच्छे से cooked था।,2,"['Food', 'fish']","['neutral', 'positive']",neutral
440,"मैं यहाँ कुछ times में dinner के लिए, एक बार brunch और दो बार lunch के लिए आया हूँ।",3,"['dinner', 'brunch', 'lunch']","['neutral', 'neutral', 'neutral']",neutral
981,"हमने एक भी menu नहीं देखा, क्योंकि हमारे waiter ने specials और main dishes दोनों को describe किया था।",4,"['menu', 'main dishes', 'waiter', 'specials']","['neutral', 'neutral', 'positive', 'neutral']",neutral
2313,उन्हे हमारे glasses में water डालने के लिए 15 minutes लगे।,1,['water'],['neutral'],neutral
1418,"दूसरी hand में, यदि आप easily fool नहीं कर सकते हैं, आपको hundreds of restaurants मिलेगा कि जिसमें आपको service और ambience Alain Ducasse के बराबर दिखेगा, और food जो presentation, taste, choice, quality और quantity में दिखेगा।",8,"['service', 'ambience', 'food', 'presentation', 'taste', 'choice', 'quality', 'quantity']","['neutral', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']",neutral
271,"पहली बार में restaurant packed था, इसलिए हम bar में बैठने से पहले about 20 minutes तक wait करते रहे।",1,['bar'],['neutral'],neutral
3016,तब हमने एक dinosaur rolls और white tuna sashimi का order किया।,2,"['dinosaur rolls', 'white tuna sashimi']","['neutral', 'neutral']",neutral
1477,$20 में आप sushi में बिना हिचक के कुछ भी खा सकते हैं,1,['sushi'],['neutral'],neutral
2186,"Main course आने के बाद, हमने अपने waiter को लगभग 40 MINUTES तक नहीं देखा।",2,"['Main course', 'waiter']","['neutral', 'negative']",neutral
1,इस restaurant को pass करने के कुछ समय बाद मैंने finally अंदर जाकर और dinner करने का decide किया।,1,['dinner'],['neutral'],neutral
2806,"यह pad thai और tom yum soup के लिए expected menu नहीं था, लेकिन मैंने सोचा कि place को इतना special किसने बनाया।",3,"['menu', 'pad thai', 'tom yum soup']","['neutral', 'neutral', 'neutral']",neutral
2915,"जब हमने उसे notify किया कि उसने specials को mention नहीं किया है, तो उसने apologize नहीं किया, लेकिन हमें बताया कि हमने बहुत अच्छा decision लिया है regardless.",1,['specials'],['neutral'],neutral
1099,एक drink के लिए पूरा time लग जाता है और वे लगभग हमेशा कुछ न कुछ लाना भूल जाते हैं (जबकि वे इसके लिए आपसे charge लेना नहीं भूलते हैं।),1,['drink'],['neutral'],neutral
2694,Seating ठीक है हालाकि कबी-कबी बहुत से people होते हैं।,1,['Seating'],['neutral'],neutral
1125,Prices are in line.,1,['Prices'],['neutral'],neutral
1824,हम केवल एक appetizer और cheese fondue के माध्यम से पा सकते हैं।,2,"['appetizer', 'cheese fondue']","['neutral', 'neutral']",neutral
1095,"हमने यहां March, 2006 में खाया और pre-theatre के 3-course dinner के साथ wine flight का ऑर्डर दिया।",2,"['pre-theatre के 3-course dinner', 'wine flight']","['neutral', 'neutral']",neutral
373,"जब हम बहुत hungry थे, तो हमें appetizer platter order करने की जल्दी थी।",1,['appetizer platter'],['neutral'],neutral
681,"Food average था और creme brulee awful था - sugar charred था, caramelized नहीं किया गया था और kerosene की गंध थी।",3,"['Food', 'creme brulee', 'sugar']","['neutral', 'negative', 'negative']",neutral
1541,"हमारे lemon salad के exception के साथ, जिस पर इतना pepper था कि हमारे eyes से water निकलने लगा, यहाँ का food decent था, पर great नहीं।",3,"['food', 'lemon salad', 'pepper']","['neutral', 'negative', 'negative']",neutral
2567,Service लगातार excellent नहीं है -- बस decent है।,1,['Service'],['neutral'],neutral
2195,"Seafood craving के बाद, मैंने citysearch check किया और previous review और citysearch info के आधार पर fish को चुना।",1,['Seafood'],['neutral'],neutral
2602,"Normally वह improper होगा, जबकि वे सभी delicious थे और मेरे host ने complain नहीं किया।",1,['host'],['neutral'],neutral
85,मेरे पास garlic mash with Filet Mignon था।,1,['garlic mash with Filet Mignon'],['neutral'],neutral
3033,"Service typical short-order, dinner जैसा था।",1,['Service'],['neutral'],neutral
2782,किसी ने नहीं पूछा कि क्या wrong था क्योंकि हमने अपने plates में बिना कुछ छूए छोड़ दिया।,1,['plates'],['neutral'],neutral
274,Food ठीक है और यहाँ की prices mediocre हैं।,2,"['Food', 'prices']","['neutral', 'neutral']",neutral
2327,Makhani OK था --korma नरम था।,2,"['Makhani', 'korma']","['neutral', 'negative']",neutral
41,आपका money easily कहीं और better spent किया जा सकता है (कहीं भी)।,1,['money'],['neutral'],neutral
1319,Other apetizers and food,2,"['apetizers', 'food']","['neutral', 'neutral']",neutral
345,हालांकि उनके dinner menu to sit से warned होकर और अलग prices को take out करना है।,3,"['prices', 'dinner menu to sit', 'take out']","['neutral', 'neutral', 'neutral']",neutral
2205,Saturday night को late night dinner किया।,1,['dinner'],['neutral'],neutral
1688,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,2,"['pad see ew', 'dishes']","['neutral', 'positive']",neutral
2236,"1 appetizer, 2 entrees और 2 cokes लिया और bill था ~$55.00, tip को include किए बिना।",4,"['appetizer', 'entrees', 'cokes', 'bill']","['neutral', 'neutral', 'neutral', 'neutral']",neutral
2685,"हमने figure किया कि हमारे पास पहले कभी Argentinian Pizza नहीं था, इसलिए हमने वहां अपना lunch grab किया, एक large Pelligrino को share करते हुए, उनके two  specials में से एक pizza, एक goat cheese दूसरे blue cheese, और दोनों ही excellent थे।",6,"['Argentinian Pizza', 'lunch', 'Pelligrino', 'pizza', 'goat cheese', 'blue cheese']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'positive']",neutral
1444,इस place का food gourmet का Indian cuisine है।,2,"['food gourmet', 'Indian cuisine']","['neutral', 'neutral']",neutral
689,लेकिन कौन कहता है कि Murray's भी service में कुछ हैं।,1,['service'],['neutral'],neutral
1415,मुझे हमेशा Shabu-Shabu dinner मिलता है और beef हमेशा fresh रहता है।,2,"['Shabu-Shabu dinner', 'beef']","['neutral', 'positive']",neutral
1345,No free drink.,1,['drink'],['neutral'],neutral
3003,मेरा यह कहना है कि यदि यह वही है जो आपको easy से एक lunch seat देता है- मैं mind नहीं करुगा।,1,['lunch'],['neutral'],neutral
68,"(Food एक busboy, ना कि waiter द्वारा delivered किया गया था) हमें pasta के लिए कोई cheese offer नहीं किया गया था, हमारे water and wine glasses खाली रह गए हमारे meal, wine पर जब हमने 20$ खर्च किये।",8,"['Food', 'busboy', 'waiter', 'cheese', 'pasta', 'water and wine glasses', 'wine', 'meal']","['neutral', 'negative', 'negative', 'negative', 'negative', 'negative', 'neutral', 'neutral']",neutral
788,"हम अभी भी bar में बैठे थे, जब हमने sangria पिया था, लेकिन bar से दूर होने पर जब हम turned back हुए, तो $ 2 चला गया था, हमारे बगल के लोगों ने कहा कि bartender ने इसे लिया था।",4,"['sangria', 'bar', 'bar', 'bartender']","['neutral', 'neutral', 'neutral', 'negative']",neutral
2760,"Volare जाना अपनी favorite aunt के house dinner के लिए जाने जैसा है, यह मानते हुए कि आपकी aunt एक great italian cook हैं।",1,['dinner'],['neutral'],neutral
727,मुझे इस place से high expectations थी और कुछ month पहले ही इस occasion के लिए advance में reservation करा लिए थे।,1,['reservation'],['neutral'],neutral
485,"मैं कोई food critic नहीं हूं, लेकिन मुझे लगता है कि मेरे पास last 11 years से NY के एक belt में रहने से एक छोटा सा experiance हुआ है।",1,['food'],['neutral'],neutral
2563,मेरे first dinner के बाद से मुझे Orsay 3x में brunch करने का chance मिला है।,2,"['dinner', 'brunch']","['neutral', 'neutral']",neutral
1602,हम village में walk कर रहे थे और कुछ drinks के लिए इस place पर गए।,1,['drinks'],['neutral'],neutral
425,अगर मेरे stomach में और space होता तो मैं कुछ cole slaw और एक knish लेता।,2,"['cole slaw', 'knish']","['neutral', 'neutral']",neutral
1324,आपके average bagel place से थोड़ा अधिक expensive भी है।,1,['bagel'],['neutral'],neutral
2981,मेरी wife और मैं Valentine's dinner के लिए Orsay गए थे।,1,['dinner'],['neutral'],neutral
2285,Workers वहाँ बिलकुल bagel के साथ cream cheese भी load करता है।,3,"['Workers', 'bagel', 'cream cheese']","['neutral', 'neutral', 'neutral']",neutral
1577,Appetizers बस Ok हैं और main courses decidedly कमाल के थे।,2,"['Appetizers', 'main courses']","['neutral', 'negative']",neutral
193,मेरे बगल के table ने कहा कि जब यह grapes को खुद  finally आए हुए  bottle of wine के लंबे overdue से crushed करता है।,2,"['bottle of wine', 'grapes']","['neutral', 'neutral']",neutral
2728,"और, जबकि tables हमारे बगल में खुले हुए हैं और हमने थोड़े larger space के लिए पूछा, उन्होने हमें awkardly बैठा हुआ छोड़ा।",2,"['tables', 'space']","['neutral', 'neutral']",neutral
1208,"एक large $20 का है, और toppings वाला each लगभग $3 का है।",1,['toppings'],['neutral'],neutral
923,Usually 3 vs. 4 items per dish.,1,['dish'],['neutral'],neutral
2210,एकबार उनका Gnochi खत्म हो गया और उन्होने मेरे लिए उसे फिर scratch से बनाया।,1,['Gnochi'],['neutral'],neutral
2260,"Saul pretty good है, लेकिन great बिलकुल नहीं है।",1,['Saul'],['neutral'],neutral
408,"वे एक sandwich भूल गए, plastic forks नहीं दिये थे, और hummus platter के साथ pita नहीं दिये थे।",4,"['sandwich', 'plastic forks', 'pita', 'hummus platter']","['neutral', 'neutral', 'neutral', 'neutral']",neutral
2593,मैंने एक Lassi order किया और 4 times उससे इसके लिए पूछा लेकिन कभी नहीं मिली।,1,['Lassi'],['neutral'],neutral
3004,मेरे family और मैंने यहाँ last night अपने annual Christmas dinner पर  family members के साथ खाया है जो शायद ही friends के साथ holidays out-of-town बिताते हैं।,1,['Christmas dinner'],['neutral'],neutral
2689,Dim sum यहाँ केवल so-so है।,1,['Dim sum'],['neutral'],neutral
2146,मैंने food के लिए one hour से ज्यादा wait किया।,1,['food'],['neutral'],neutral
110,Reality में (potential diners को maximize करने के लिए) वे अभी भी phone reservations कर रहे थे और lobby में waiting लोगों के लिए tables को reallocate कर रहे थे।,5,"['diners', 'reservations', 'tables', 'lobby', 'waiting']","['neutral', 'negative', 'negative', 'neutral', 'negative']",neutral
525,"हमें अपना check पाने में half an hour लग गया, जो हमारे लिए बैठ कर drinks और talk करने के लिए बिलकुल perfect था!",2,"['drinks', 'check']","['neutral', 'neutral']",neutral
1062,उन्हे हमारे appetizer को लाने में 25 minutes लगे।,1,['appetizer'],['neutral'],neutral
2738,"केवल एक weird चीज यह थी कि जब हमने एक bottle लिया, waitress ने उसे simply glass price X4 से multiply किया, जिसका कोई sense नहीं बनता है।",3,"['bottle', 'waitress', 'price']","['neutral', 'negative', 'negative']",neutral
2412,"मैंने Lucky Stike में late dinner किया, अगर हम एकबार देखें तो एक joint के लिए एक great name है।",1,['dinner'],['neutral'],neutral
2920,हमें lunch के दौरान कुछ ही times wait करना पड़ा था लेकिन यह place बिलकुल wait करने के लिए worth है।,2,"['lunch', 'wait']","['neutral', 'positive']",neutral
2185,"हमारे sashimi order  मिलने के बाद, मुझे believe नहीं हो रहा था कि portions कितने small थे! ",2,"['sashimi', 'portions']","['neutral', 'negative']",neutral
1683,"हमने actually में 10% tip दी (जो हमने mediocre food और service के बावजूद कभी नहीं किया), क्योंकि हमने पूरी तरह से ripped off feel किया।",3,"['food', 'service', 'tip']","['neutral', 'neutral', 'negative']",neutral
481,"जैसा कि हम जा रहे थे, door से खड़े होकर एक couple ने दूसरे waiter से कहा, कि हम जल्दी में नहीं हैं।",1,['waiter'],['neutral'],neutral
2288,इसलिए menu head के ऊपर chalk से लिखा है और यह delicious sound करता है।,1,['menu'],['neutral'],neutral
1494,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",1,['eel'],['neutral'],neutral
2068,यह वही Sichuan chef चला रहा है जिसने Chinatown में chain start किया था।,1,['Sichuan chef'],['neutral'],neutral
2317,मैंने यहाँ बहुत से pizza खाएं हैं।,1,['pizza'],['neutral'],neutral
2660,"मेरे host ने group के appetizers के लिए कहा और waiter ने हमें केवल हमारा order ही नहीं दिया, बल्कि कुछ और भी जो हमने order नहीं किया था। ",3,"['host', 'appetizers', 'waiter']","['neutral', 'neutral', 'neutral']",neutral
38,"हम dinner के लिए एक impressive past से impress होने की expection रखे थे - लेकिन, यह बस PAST है!",1,['dinner'],['neutral'],neutral
1162,हम food के search में और East Sixth Street के इस Indian restaurant के block के बीच ठोकर खा रहे थे।,1,['food'],['neutral'],neutral
576,यह great place लगातार lunch या dinner करने के लिए अबतक dine रहा है।,3,"['lunch', 'dinner', 'dine']","['neutral', 'neutral', 'positive']",neutral
1383,"हमें हंसी आई जब उसने finally हमें एक dessert menu की offer की और हमने एक 10 percent tip छोड़ दिया, जो मुझे लगता है, generous था।",2,"['dessert menu', 'tip']","['neutral', 'positive']",neutral
2653,"यदि आप बैठने के लिए place देख रहे हैं, तो एक drink लीजिये और friends के साथ conversations कीजिये, sweet-n-tart जाइए और खुद के लिए hong-kong styled milk और tea with tapioca pearls (hot) का order दीजिए।",3,"['drink', 'hong-kong styled milk', 'tea with tapioca pearls (hot)']","['neutral', 'positive', 'positive']",neutral
34,New York में हमारा first time था और हमें एकNew York Bagel को आज़मा लिया था।,1,['New York Bagel'],['neutral'],neutral
545,मेरा suggestion है कि eat family style क्योंकि तुम other dishes को try करना चाहोगे।,2,"['dishes', 'eat family style']","['neutral', 'positive']",neutral
881,यहाँ अपना time waste करने के बजाय: RESTAURANTS को SUPPORT करो जो FOOD का ध्यान रखते हैं।,1,['FOOD'],['neutral'],neutral
2201,Fillings unconventional हो सकता है मगर dosa batter बिलकुल authentic और combinations बहुत tasty बनाता है।,2,"['Fillings', 'dosa batter']","['neutral', 'positive']",neutral
349,6 $ के लिए 6 Blue Point oysters और एक beer या glass of wine वाला एक great deal था!,3,"['Blue Point oysters', 'beer', 'glass of wine']","['neutral', 'neutral', 'neutral']",neutral
1014,"दूसरा जब आपके arrival के anticipation करने वाले लोगों के साथ आप heavy vault की तरह door से गुजरते हैं, तो आपको समझ में आता है कि आप lifetime की dining ride करने जा रहे हैं।",1,['door'],['neutral'],neutral
575,"When asked, हमें more detailed questions पूछने थे ताकि हमें पता चले कि क्या specials थे।",1,['specials'],['neutral'],neutral
2589,मैं वहां lunch के लिए गया था और यह उतना अच्छा नहीं था जितना मैंने read किए हुए reviews से expect किया था।,1,['lunch'],['neutral'],neutral
93,वे trays of Dim Sum को साथ लेकर नहीं चलते।,1,['trays of Dim Sum'],['neutral'],neutral
975,Food बस ठीक था कम से कम जिसके लिए भी food available था।,2,"['Food', 'food']","['neutral', 'negative']",neutral
1765,"मैंने बाकी menu पर एक नज़र नहीं डाला, लेकिन oysters fantastic था।",2,"['menu', 'oysters']","['neutral', 'positive']",neutral
3024,वे 6 बजे तक मुझे squeeze करने में सक्षम थे जिसके बाद मैंने एक friday night को अपनी anniversary पर reservation के लिए पहले से call किया था और मुझे बताया कि वे हमें इस occasion पर अच्छे से treat करेंगे।,1,['reservation'],['neutral'],neutral
1391,"मुझे full होने के लिए at least तीन rolls की जरूरत है, और वो भी कम से कम 14.00 $ में। ",1,['rolls'],['neutral'],neutral
2993,"मैं वहाँ Half-Price Saturday Night Special के लिए नहीं था, लेकिन Tuesday Night के लिए था।",1,['Half-Price Saturday Night Special'],['neutral'],neutral
2601,मैंने उससे जो dish request किया था उसे उसके finally वापस लाने के पहले मुझे उससे three times पूछना पड़ा।,1,['dish'],['neutral'],neutral
589,मैं Dosa खाकर पला बड़ा हूँ और अभी तक अपने taste buds को satisfy करने के लिए NY में एक भी place नहीं ढूंढ पाया हूँ।,1,['Dosa'],['neutral'],neutral
561,"मैं दो शुक्रवार पहले इस second floor पर walk-up के लिए stumble हो गया, जब अपने दो friends के साथ L.A. में था। serious sushi lovers होने के कारण हम sushi bar में action के लिए करीब बैठे।",2,"['sushi', 'sushi bar']","['neutral', 'neutral']",neutral
1863,"जबकि prices कुछ भी special नहीं हैं, लेकिन portions बहुत huge है।",2,"['prices', 'portions']","['neutral', 'positive']",neutral
2062,हर waitress और customer जो यहाँ से गुज़रता है मेरे chair से टकराता है।,1,['waitress'],['neutral'],neutral
3035,मुझे believe नहीं कर सकता कि people बिना cheese sticks के होने के बारे में complain करते हैं।,1,['cheese sticks'],['neutral'],neutral
2016,Food भी अच्छा ही था - spectacular कुछ भी नहीं - लेकिन service awful थी।,2,"['Food', 'service']","['neutral', 'negative']",neutral
1788,Service ठीक थी।,1,['Service'],['neutral'],neutral
641,"मैंने reservations करने की कोशिश की है, lलेकिन दोनों times, hostess ने मेरा name नहीं लिया।",2,"['reservations', 'hostess']","['neutral', 'negative']",neutral
541,"मैंने seltzer with lime, बिना ice के पूछा।",1,['seltzer with lime'],['neutral'],neutral
2547,"मैं बहुत special occasion के लिए definitely वापस जाऊंगा, लेकिन regular fine dining के लिए नहीं।",1,['dining'],['neutral'],neutral
2643,बहुत से dim sum orders के लगभग 6-8 pieces थे।,1,['dim sum orders'],['neutral'],neutral
191,यह place casual date या कुछ certain clients के lunch के लिए उत्तम है।,1,['lunch'],['neutral'],neutral
1672,"यह place उन people के लिए है जो mediocre food, noise और अपने fellow bridge और tunnel folks के लोगों के साथ रहने का एक chance देते हैं।",2,"['food', 'noise']","['neutral', 'negative']",neutral
2932,"Service औसत थी, और air conditioning ने आरामदायक meal की तुलना में air conditioning की कमी से बना है।",3,"['Service', 'air conditioning', 'meal']","['neutral', 'negative', 'negative']",neutral
2073,"यदि आप ऐसे है जो उसी बात को appreciate करते हैं लेकिन food को spare या share करने की hope रखते हैं, Kai सबसे अच्छा option नहीं हो सकता है।",1,['food'],['neutral'],neutral
2682,मैं यहाँ बहुत times आ चुकी हूँ waiters मेरा name जानते हैं।,1,['waiters'],['neutral'],neutral
1532,"Live music के लिए space थोड़ा बहुत small है, इसलिए jazz nights पर, यह loud और cramped हो सकता है।",3,"['Live music', 'space', 'jazz nights']","['neutral', 'negative', 'neutral']",neutral
1351,Decor पर money बर्बाद ना करें।,1,['Decor'],['neutral'],neutral
1555,यह restaurant हमारा हमेशा केThursday night का dinner location हुआ करता था।,1,['dinner location'],['neutral'],neutral
1097,"शायद lunch के लिए बहुत busy रहता है, यह dinner के लिए भी कभी-कभी बहुत crowded (downtown के काफी close) हो जाता है।",2,"['lunch', 'dinner']","['neutral', 'neutral']",neutral
971,"मैं आमतौर पर indian के साथ wine के order नहीं देता, इसलिए मैं उनकी wine list या उनके wines पर comment नहीं कर सकता।",4,"['wine', 'indian', 'wine list', 'wines']","['neutral', 'neutral', 'neutral', 'neutral']",neutral
2273,"कोई भी food snobs allow नहीं था, यह place उन people के लिए है जो good food को appreciate करते हैं।",2,"['food', 'food']","['neutral', 'positive']",neutral
1297,"हम dessert खाने की planning कर रहे थे, लेकिन हालांकि उससे पहले ही waitress ने हमे bill throw कर दिया, जिससे पहले कि हम order कर पाते।",3,"['dessert', 'waitress', 'bill']","['neutral', 'negative', 'neutral']",neutral
3039,"हर table पर pot of boiling water अपने surface में डूबा हुआ था, और आपको पतले कटे हुए platters meats, बहुत से vegetables और rice और glass noodles मिलते हैं।",6,"['table', 'pot of boiling water', 'meats', 'vegetables', 'rice', 'glass noodles']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",neutral
190,वहाँ गया और विभिन्न seafood dishes के combination और appetizers को रखा।,2,"['seafood dishes', 'appetizers']","['neutral', 'neutral']",neutral
2061,"Food okay था, कुछ भी great नहीं था। ",1,['Food'],['neutral'],neutral
813,यह एक nice restaurant है यदि आप business associates के साथ एक intimate dinner meeting को host करने के लिए एक अच्छे place की तलाश कर रहे हैं।,1,['dinner meeting'],['neutral'],neutral
1172,हमें बताया गया था कि wait twenty minutes का होने वाला था और 8:00 बजे वाले curtain call के लिए कोई problem नहीं होने वाली थी।,1,['wait'],['neutral'],neutral
2830,"मैं 100 lb girl हूँ, dinner के पहले एक glass of wine और एक glass of beer ली थी, और मैं मेरे इस plate के visit के बाद भी भूखी थी!",3,"['glass of wine', 'glass of beer', 'dinner']","['neutral', 'neutral', 'neutral']",neutral
1117,"हमने केवल restaurant में खाया है, लेकिन हमने dinner के लिए कई बार order दिया है।",1,['dinner'],['neutral'],neutral
1328,यह secret है कि lunch menu जो हर entree ordere के साथ एक complimentary appetizer offer करता है।,3,"['lunch menu', 'appetizer', 'entree']","['positive', 'positive', 'positive']",positive
596,"अच्छे bagels, spreads और hang out के लिए एक अच्छी जगह है।",2,"['bagels', 'spreads']","['positive', 'positive']",positive
86,Date के लिए शानदार romantic place (पास बैठने और थोड़ी privacy के लिए corner booth table).,3,"['privacy', 'corner booth table', 'place']","['positive', 'positive', 'positive']",positive
2497,अगर आप ज्यादा authentic NYC deli के अनुभव की search में हैं तो Lower East Side में famous और historic Katz's Deli के अलावा कोई और नहीं है।,1,['deli'],['positive'],positive
1434,"आसपास में न केवल cuisine best है, बल्कि service भी हमेशा attentive और charming रही है।",2,"['cuisine', 'service']","['positive', 'positive']",positive
725,Other night हमारे पास $ 30 में three course meal था और सब कुछ delicious था - अगर मैं plate को चाट कर clean कर पाता तो मैं करता।,1,['three course meal'],['positive'],positive
1621,हम 8 के एक group में well served किए गए थे।,1,['served'],['positive'],positive
